mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.2896122932434082,0.09833139877220748,0.06615980466206868,0.02411660023118206,0.1,,"{'classifier__C': 0.1, 'classifier__class_weight': None}",0.9996426988736284,0.9995614838042368,0.9995289911075834,0.9995777245951496,4.782040346854081e-05,6
0.3059012095133464,0.11845434450662386,0.07540265719095866,0.029729946964390963,0.1,balanced,"{'classifier__C': 0.1, 'classifier__class_weight': 'balanced'}",0.9996914260877761,0.9996102133028802,0.9996102086659117,0.9996372826855228,3.828516693669394e-05,5
0.2752942244211833,0.04496209031832784,0.06649319330851237,0.022853850421564754,1.0,,"{'classifier__C': 1.0, 'classifier__class_weight': None}",0.9997888764076654,0.9998213586311242,0.9997076701800478,0.9997726350729458,4.781284131656152e-05,4
0.31896114349365234,0.12880224308135385,0.06714200973510742,0.023127525498779517,1.0,balanced,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced'}",0.9997726350679099,0.99987008082659,0.9997239120168078,0.9997888759704359,6.076816833635414e-05,3
0.34838342666625977,0.025638161674038436,0.06590970357259114,0.02315560169934026,10.0,,"{'classifier__C': 10.0, 'classifier__class_weight': None}",0.9998376010332375,0.99987008082659,0.999740156131295,0.9998159459970409,5.520756020924976e-05,2
0.24738287925720215,0.03254858259127543,0.048665126164754234,0.0019259121499692225,10.0,balanced,"{'classifier__C': 10.0, 'classifier__class_weight': 'balanced'}",0.9998376010332375,0.9998863212545952,0.9997563975118435,0.9998267732665588,5.3590889344412364e-05,1
